ENSG,Name,abs expressing tissues,Class,Type,core/var
ENSG00000167196,FBXO22,2,E3 ligase ,F-box,variable
ENSG00000140395,WDR61,0,E3 ligase ,DCAF,core
ENSG00000041357,PSMA4,1,proteasome & associates,constitutive,variable
ENSG00000086666,ZFAND6,1,ubiquitin and UBL binding,A20,variable
ENSG00000183496,MEX3B,7,E3 ligase ,MEX3,variable
ENSG00000064726,BTBD1,1,E3 ligase ,BTB,variable
ENSG00000183655,KLHL25,3,E3 ligase ,BTB,variable
ENSG00000140543,DET1,3,E3 ligase ,DCAF,variable
ENSG00000140450,ARRDC4,5,E3 ligase ,nan,variable
ENSG00000183475,ASB7,0,E3 ligase ,SOCS box,variable
ENSG00000131871,SELENOS,3,p97 and associates,VIM,variable
ENSG00000161981,SNRNP25,6,ubiquitin and UBL proteins,nucleic acid processes,variable
ENSG00000103326,CAPN15,2,ubiquitin and UBL binding,endopeptidase,variable
ENSG00000197562,RAB40C,2,E3 ligase ,SOCS box,variable
ENSG00000103266,STUB1,2,E3 ligase ,UBOX,variable
ENSG00000127585,FBXL16,25,E3 ligase ,F-box,variable
ENSG00000103275,UBE2I,0,E2 conjugating enzymes,nan,core
ENSG00000059145,UNKL,1,E3 ligase ,Unkempt,variable
ENSG00000162032,SPSB3,4,E3 ligase ,SOCS box,variable
ENSG00000179580,RNF151,3,E3 ligase ,SIAH-type ZnF,variable
ENSG00000167962,ZNF598,1,E3 ligase ,other,variable
ENSG00000131653,TRAF7,1,E3 ligase ,TRAF-type ZnF,variable
ENSG00000167967,E4F1,0,E3 ligase ,nan,core
ENSG00000162063,CCNF,8,E3 ligase ,F-box,variable
ENSG00000167977,KCTD5,1,E3 ligase ,BTB,variable
ENSG00000103363,ELOB,0,ubiquitin and UBL proteins,E3 ligases,core
ENSG00000103313,MEFV,12,E3 ligase ,TRIM,variable
ENSG00000188827,SLX4,2,ubiquitin and UBL binding,DNA endonuclease cofactor,variable
ENSG00000005339,CREBBP,0,ubiquitin and UBL binding,activation,core
ENSG00000153443,UBALD1,1,ubiquitin and UBL binding,UBA,variable
ENSG00000102858,MGRN1,2,E3 ligase ,other,variable
ENSG00000187555,USP7,0,ubiquitin and UBL proteins,DUB,core
ENSG00000185338,SOCS1,14,E3 ligase ,SOCS box,variable
ENSG00000103429,BFAR,1,E3 ligase ,other,variable
ENSG00000188215,DCUN1D3,2,E3 ligase ,NEDDylation,variable
ENSG00000103404,USP31,7,ubiquitin and UBL proteins,DUB,variable
ENSG00000103353,UBFD1,2,ubiquitin and UBL proteins,non-enzymes,variable
ENSG00000166851,PLK1,5,ubiquitin and UBL binding,other Ser/Thr kinase,variable
ENSG00000122257,RBBP6,0,E3 ligase ,UBOX,core
ENSG00000169189,NSMCE1,0,E3 ligase ,other,core
ENSG00000176953,NFATC2IP,0,ubiquitin and UBL proteins,nucleic acid processes,core
ENSG00000174943,KCTD13,4,E3 ligase ,BTB,variable
ENSG00000103549,RNF40,1,E3 ligase ,RNF20/40 ish,variable
ENSG00000099364,FBXL19,5,E3 ligase ,F-box,variable
ENSG00000089280,FUS,0,ubiquitin and UBL binding,DNA/RNA binding protein,core
ENSG00000177238,TRIM72,10,E3 ligase ,TRIM,variable
ENSG00000140691,ARMC5,1,E3 ligase ,BTB,variable
ENSG00000196470,SIAH1,0,E3 ligase ,"SIAH-type ZnF, SIA TRAF-like domain",variable
ENSG00000102921,N4BP1,3,ubiquitin and UBL binding,UBA,variable
ENSG00000083799,CYLD,1,Ub and UBL demodifiers,CAP Gly-rich domain,variable
ENSG00000159461,AMFR,1,p97 and associates,UBOX,variable
ENSG00000051108,HERPUD1,4,ubiquitin and UBL proteins,ubiquilin adjacent,variable
ENSG00000159579,RSPRY1,0,E3 ligase ,SPRY but not TRIM,variable
ENSG00000140854,KATNB1,2,E3 ligase ,DCAF,variable
ENSG00000159593,NAE1,1,E1 activating enzymes,nan,variable
ENSG00000135722,FBXL8,6,E3 ligase ,F-box,variable
ENSG00000141084,RANBP10,3,E3 ligase ,subunit,variable
ENSG00000205220,PSMB10,3,proteasome & associates,specialized,variable
ENSG00000198373,WWP2,2,E3 ligase ,WW & C2,variable
ENSG00000189091,SF3B3,0,E3 ligase ,CRL adaptor,core
ENSG00000103035,PSMD7,1,proteasome & associates,nonATPase,variable
ENSG00000168411,RFWD3,3,E3 ligase ,other,variable
ENSG00000103091,WDR59,1,E3 ligase ,DCAF,variable
ENSG00000186187,ZNRF1,3,E3 ligase ,ZNRF,variable
ENSG00000261609,GAN,5,E3 ligase ,BTB,variable
ENSG00000135686,KLHL36,1,E3 ligase ,BTB,variable
ENSG00000103194,USP10,2,Ub and UBL demodifiers,"Ataxin-2, C term",variable
ENSG00000103264,FBXO31,3,E3 ligase ,F-box,variable
ENSG00000158717,RNF166,2,E3 ligase ,TRAC-1,variable
ENSG00000174231,PRPF8,0,ubiquitin and UBL binding,mRNA splicing,core
ENSG00000007168,PAFAH1B1,0,E3 ligase ,DCAF,core
ENSG00000185722,ANKFY1,1,E3 ligase ,BTB,variable
ENSG00000132388,UBE2G1,2,E2 conjugating enzymes,UBC domain only,variable
ENSG00000142507,PSMB6,1,proteasome & associates,constitutive,variable
ENSG00000108523,RNF167,1,E3 ligase ,Goliath,variable
ENSG00000129204,USP6,7,Ub and UBL demodifiers,Rab-GTPase-TBC,variable
ENSG00000072849,DERL2,2,p97 and associates,SHP,variable
ENSG00000177294,FBXO39,13,E3 ligase ,F-box,variable
ENSG00000215041,NEURL4,0,E3 ligase ,NHR,core
ENSG00000213859,KCTD11,5,E3 ligase ,BTB,variable
ENSG00000174292,TNK1,12,ubiquitin and UBL binding,other Ser/Thr kinase,variable
ENSG00000161956,SENP3,0,Ub and UBL demodifiers,deSUMOylase,core
ENSG00000179859,AC025335.1,8,E3 ligase ,other,variable
ENSG00000189051,RNF222,15,E3 ligase ,other,variable
ENSG00000154914,USP43,20,ubiquitin and UBL proteins,DUB,variable
ENSG00000241322,CDRT1,17,E3 ligase ,F-box,variable
ENSG00000221926,TRIM16,5,E3 ligase ,TRIM,variable
ENSG00000170315,UBB,3,ubiquitin and UBL proteins,polyubiquitin,variable
ENSG00000141030,COPS3,1,Ub and UBL demodifiers,deNEDDylase,variable
ENSG00000141034,GID4,3,E3 ligase ,subunit,variable
ENSG00000108448,TRIM16L,6,E3 ligase ,TRIM,variable
ENSG00000171931,FBXW10,13,E3 ligase ,F-box,variable
ENSG00000128482,RNF112,14,E3 ligase ,other,variable
ENSG00000124422,USP22,3,Ub and UBL demodifiers,UBP-ZnF,variable
ENSG00000109046,WSB1,2,E3 ligase ,SOCS box,variable
ENSG00000109079,TNFAIP1,2,E3 ligase ,BTB,variable
ENSG00000076604,TRAF4,10,E3 ligase ,"TRAF-type ZnF, MATH/TRAF ",variable
ENSG00000181481,RNF135,6,E3 ligase ,SPRY but not TRIM,variable
ENSG00000108671,PSMD11,1,proteasome & associates,nonATPase,variable
ENSG00000092871,RFFL,5,E3 ligase ,SAP,variable
ENSG00000073536,NLE1,0,E3 ligase ,DCAF,variable
ENSG00000108733,PEX12,2,E3 ligase ,PEX,variable
ENSG00000270647,TAF15,0,ubiquitin and UBL binding,initiation,core
ENSG00000274211,SOCS7,4,E3 ligase ,SOCS box,variable
ENSG00000277258,PCGF2,4,ubiquitin and UBL proteins,E3 ligases,variable
ENSG00000277791,PSMB3,1,proteasome & associates,constitutive,variable
ENSG00000108306,FBXL20,0,E3 ligase ,F-box,variable
ENSG00000108344,PSMD3,1,proteasome & associates,nonATPase,variable
ENSG00000161594,KLHL10,5,E3 ligase ,BTB,variable
ENSG00000178502,KLHL11,4,E3 ligase ,BTB,variable
ENSG00000131467,PSME3,0,proteasome & associates,activator,core
ENSG00000012048,BRCA1,4,E3 ligase ,BRCA1,variable
ENSG00000161664,ASB16,6,E3 ligase ,SOCS box,variable
ENSG00000168591,TMUB2,1,ubiquitin and UBL proteins,non-enzymes,variable
ENSG00000087152,ATXN7L3,1,ubiquitin and UBL binding,activation,variable
ENSG00000004897,CDC27,0,E3 ligase ,subunit,variable
ENSG00000198933,TBKBP1,4,ubiquitin and UBL binding,UBZ,variable
ENSG00000108465,CDK5RAP3,0,E3 ligase ,UFMylation,core
ENSG00000082641,NFE2L1,5,proteasome & associates,transcription factor,variable
ENSG00000159202,UBE2Z,0,E2 conjugating enzymes,UBC domain & N-terminal and C-terminal extensions,core
ENSG00000121067,SPOP,3,E3 ligase ,BTB,variable
ENSG00000121060,TRIM25,3,E3 ligase ,TRIM,variable
ENSG00000180891,CUEDC1,5,ubiquitin and UBL binding,UBA,variable
ENSG00000108375,RNF43,23,E3 ligase ,other,variable
ENSG00000108395,TRIM37,5,E3 ligase ,TRIM,variable
ENSG00000189050,RNFT1,2,E3 ligase ,other,variable
ENSG00000170832,USP32,2,ubiquitin and UBL proteins,DUB,variable
ENSG00000062725,APPBP2,1,E3 ligase ,substrate adaptors,variable
ENSG00000253506,NACA2,2,ubiquitin and UBL binding,nascent peptide binding,variable
ENSG00000173838,MARCH10,19,E3 ligase ,MARCH,variable
ENSG00000136485,DCAF7,0,E3 ligase ,DCAF,core
ENSG00000087191,PSMC5,0,proteasome & associates,ATPase,core
ENSG00000108854,SMURF2,2,E3 ligase ,WW & C2,variable
ENSG00000197170,PSMD12,1,proteasome & associates,nonATPase,variable
ENSG00000180901,KCTD2,3,E3 ligase ,BTB,variable
ENSG00000188612,SUMO2,0,ubiquitin and UBL proteins,SUMO,core
ENSG00000132478,UNK,0,E3 ligase ,Unkempt,variable
ENSG00000132481,TRIM47,7,E3 ligase ,TRIM,variable
ENSG00000141569,TRIM65,1,E3 ligase ,TRIM,variable
ENSG00000141576,RNF157,21,E3 ligase ,other,variable
ENSG00000185262,UBALD2,3,ubiquitin and UBL binding,UBA,variable
ENSG00000175931,UBE2O,0,E2 conjugating enzymes,E2-E3 chimera,core
ENSG00000078687,TNRC6C,2,ubiquitin and UBL binding,repression,variable
ENSG00000184557,SOCS3,13,E3 ligase ,SOCS box,variable
ENSG00000055483,USP36,1,Ub and UBL demodifiers,"assorted, large",variable
ENSG00000108679,LGALS3BP,9,E3 ligase ,BTB,variable
ENSG00000141582,CBX4,3,E3 ligase ,sumoylation,variable
ENSG00000173821,RNF213,4,E3 ligase ,other,variable
ENSG00000182446,NPLOC4,1,p97 and associates,MPN,variable
ENSG00000141552,ANAPC11,1,E3 ligase ,subunit,variable
ENSG00000169696,ASPSCR1,1,p97 and associates,"UBX, UBXL, SHP",variable
ENSG00000169727,GPS1,0,Ub and UBL demodifiers,deNEDDylase,core
ENSG00000141542,RAB40B,6,E3 ligase ,SOCS box,variable
ENSG00000101557,USP14,1,proteasome & associates,USP,variable
ENSG00000128789,PSMG2,0,proteasome & associates,core particle,core
ENSG00000101752,MIB1,1,E3 ligase ,Mindbomb,variable
ENSG00000101782,RIOK3,4,ubiquitin and UBL binding,other Ser/Thr kinase,variable
ENSG00000154059,IMPACT,2,ubiquitin and UBL binding,translational upregulation,variable
ENSG00000154611,PSMA8,10,proteasome & associates,specialized,variable
ENSG00000101695,RNF125,10,E3 ligase ,TRAC-1,variable
ENSG00000134758,RNF138,2,E3 ligase ,TRAC-1,variable
ENSG00000197705,KLHL14,15,E3 ligase ,BTB,variable
ENSG00000141622,RNF165,14,E3 ligase ,other,variable
ENSG00000078043,PIAS2,4,E3 ligase ,sumoylation,variable
ENSG00000176624,MEX3C,1,E3 ligase ,MEX3,variable
ENSG00000101751,POLI,2,ubiquitin and UBL binding,DNA polymerase,variable
ENSG00000091164,TXNL1,1,proteasome & associates,thioredoxin-like,variable
ENSG00000049759,NEDD4L,14,E3 ligase ,WW & C2,variable
ENSG00000176641,RNF152,12,E3 ligase ,other,variable
ENSG00000170677,SOCS6,3,E3 ligase ,SOCS box,variable
ENSG00000141665,FBXO15,14,E3 ligase ,F-box,variable
ENSG00000099804,CDC34,2,E2 conjugating enzymes,UBC domain & C-terminal extension,variable
ENSG00000070423,RNF126,1,E3 ligase ,other,variable
ENSG00000167470,MIDN,6,proteasome & associates,UBL,variable
ENSG00000181588,MEX3D,3,E3 ligase ,MEX3,variable
ENSG00000133243,BTBD2,2,E3 ligase ,BTB,variable
ENSG00000065717,TLE2,11,E3 ligase ,DCAF,variable
ENSG00000105325,FZR1,0,E3 ligase ,activator,core
ENSG00000105229,PIAS4,2,E3 ligase ,sumoylation,variable
ENSG00000008382,MPND,3,Ub and UBL demodifiers,assorted,variable
ENSG00000167671,UBXN6,2,p97 and associates,"UBX, PUB, VIM",variable
ENSG00000142002,DPP9,4,ubiquitin and UBL binding,dipeptidyl peptidase,variable
ENSG00000141965,FEM1A,7,E3 ligase ,substrate adaptors,variable
ENSG00000205784,ARRDC5,7,E3 ligase ,nan,variable
ENSG00000276043,UHRF1,10,ubiquitin and UBL proteins,E3 ligases,variable
ENSG00000105428,ZNRF4,5,E3 ligase ,Goliath,variable
ENSG00000223573,TINCR,20,ubiquitin and UBL proteins,non-enzymes,variable
ENSG00000099785,MARCH2,5,E3 ligase ,MARCH,variable
ENSG00000127452,FBXL12,1,E3 ligase ,F-box,variable
ENSG00000198258,UBL5,0,ubiquitin and UBL proteins,UBL5,core
ENSG00000079999,KEAP1,1,E3 ligase ,BTB,variable
ENSG00000132004,FBXW9,3,E3 ligase ,F-box,variable
ENSG00000179262,RAD23A,1,proteasome & associates,UBL,variable
ENSG00000132017,DCAF15,3,E3 ligase ,DCAF,variable
ENSG00000099797,TECR,2,ubiquitin and UBL proteins,assorted enzymes ,variable
ENSG00000130311,DDA1,0,E3 ligase ,DCAF,core
ENSG00000105643,ARRDC2,6,E3 ligase ,nan,variable
ENSG00000221983,UBA52,1,ubiquitin and UBL proteins,ribosomal ubiquitin fusion,variable
ENSG00000167487,KLHL26,1,E3 ligase ,BTB,variable
ENSG00000126261,UBA2,0,ubiquitin and UBL proteins,SUMO activation ,core
ENSG00000105254,TBCB,2,ubiquitin and UBL proteins,chaperones and related,variable
ENSG00000099341,PSMD8,1,proteasome & associates,nonATPase,variable
ENSG00000269190,FBXO17,8,E3 ligase ,F-box,variable
ENSG00000161243,FBXO27,10,E3 ligase ,F-box,variable
ENSG00000013275,PSMC4,0,proteasome & associates,ATPase,core
ENSG00000160410,SHKBP1,4,E3 ligase ,BTB,variable
ENSG00000142273,CBLC,28,E3 ligase ,CBL,variable
ENSG00000007047,MARK4,1,ubiquitin and UBL binding,microtubule-associated Ser/Thr kinases,variable
ENSG00000177051,FBXO46,2,E3 ligase ,F-box,variable
ENSG00000170604,IRF2BP1,0,E3 ligase ,IRF2 binding,core
ENSG00000142230,SAE1,0,E1 activating enzymes,nan,core
ENSG00000105447,GRWD1,0,E3 ligase ,DCAF,variable
ENSG00000142546,NOSIP,3,E3 ligase ,UBOX,variable
ENSG00000161677,JOSD2,2,Ub and UBL demodifiers,non-UIM,variable
ENSG00000163098,BIRC8,1,E3 ligase ,BIRC / IAP,variable
ENSG00000160469,BRSK1,20,ubiquitin and UBL binding,other Ser/Thr kinase,variable
ENSG00000108106,UBE2S,6,E2 conjugating enzymes,UBC domain & C-terminal extension,variable
ENSG00000131864,USP29,2,Ub and UBL demodifiers,PH-like,variable
ENSG00000269855,RNF225,13,E3 ligase ,other,variable
ENSG00000130726,TRIM28,1,E3 ligase ,TRIM,variable
ENSG00000130725,UBE2M,2,E2 conjugating enzymes,nan,variable
ENSG00000125826,RBCK1,1,ubiquitin and UBL proteins,E3 ligases,variable
ENSG00000125818,PSMF1,3,proteasome & associates,activator,variable
ENSG00000088833,NSFL1C,1,p97 and associates,"UBX, SHP, SEP, UBA",variable
ENSG00000185019,UBOX5,0,E3 ligase ,UBOX,variable
ENSG00000198171,DDRGK1,0,E3 ligase ,UFMylation adaptor,core
ENSG00000101236,RNF24,5,E3 ligase ,other,variable
ENSG00000132640,BTBD3,6,E3 ligase ,BTB,variable
ENSG00000078747,ITCH,0,E3 ligase ,WW & C2,core
ENSG00000100991,TRPC4AP,1,E3 ligase ,DCAF,variable
ENSG00000175063,UBE2C,12,E2 conjugating enzymes,UBC domain & N-terminal extension,variable
ENSG00000124257,NEURL2,3,E3 ligase ,SOCS box,variable
ENSG00000124226,RNF114,1,E3 ligase ,TRAC-1,variable
ENSG00000244687,UBE2V1,0,ubiquitin and UBL binding,"UEV, backside Ub binding",core
ENSG00000124217,MOCS3,2,E1 activating enzymes,nan,variable
ENSG00000241721,SUMO1P1,4,ubiquitin and UBL proteins,SUMO,variable
ENSG00000124227,ANKRD60,1,ubiquitin and UBL proteins,non-enzymes,variable
ENSG00000101182,PSMA7,2,proteasome & associates,constitutive,variable
ENSG00000130706,ADRM1,1,proteasome & associates,nonATPase,variable
ENSG00000101193,GID8,1,E3 ligase ,subunit,variable
ENSG00000101197,BIRC7,16,E3 ligase ,BIRC / IAP,variable
ENSG00000203880,PCMTD2,1,E3 ligase ,SOCS box,variable
ENSG00000155313,USP25,3,Ub and UBL demodifiers,"UBA, UIM",variable
ENSG00000198862,LTN1,0,E3 ligase ,other,variable
ENSG00000156253,RWDD2B,2,ubiquitin and UBL binding,RWD domain,variable
ENSG00000156256,USP16,1,Ub and UBL demodifiers,UBP-ZnF,variable
ENSG00000182670,TTC3,5,E3 ligase ,other,variable
ENSG00000183527,PSMG1,2,proteasome & associates,core particle,variable
ENSG00000185658,BRWD1,0,E3 ligase ,DCAF,variable
ENSG00000160185,UBASH3A,12,ubiquitin and UBL binding,Tyr phosphatase,variable
ENSG00000142178,SIK1,10,ubiquitin and UBL binding,salt-inducible Ser/Thr kinases,variable
ENSG00000160226,C21orf2,0,E3 ligase ,subunit,core
ENSG00000184787,UBE2G2,2,E2 conjugating enzymes,UBC domain only,variable
ENSG00000184900,SUMO3,0,ubiquitin and UBL proteins,SUMO,core
ENSG00000184979,USP18,3,Ub and UBL demodifiers,assorted,variable
ENSG00000070010,UFD1L,0,p97 and associates,"SHP, UT3",core
ENSG00000099910,KLHL22,1,E3 ligase ,BTB,variable
ENSG00000099949,LZTR1,0,E3 ligase ,BTB,core
ENSG00000185651,UBE2L3,0,E2 conjugating enzymes,UBC domain only ,core
ENSG00000100023,PPIL2,0,E3 ligase ,UBOX,core
ENSG00000185686,PRAME,10,E3 ligase ,substrate adaptors,variable
ENSG00000183579,ZNRF3,3,E3 ligase ,other,variable
ENSG00000100263,RHBDD3,1,ubiquitin and UBL binding,UBA & UIM,variable
ENSG00000182944,EWSR1,0,ubiquitin and UBL binding,repression,core
ENSG00000100325,ASCC2,4,ubiquitin and UBL binding,ribosome QC & DNA repair,variable
ENSG00000099995,SF3A1,1,ubiquitin and UBL proteins,nucleic acid processes,variable
ENSG00000099999,RNF215,1,E3 ligase ,other,variable
ENSG00000138942,RNF185,1,E3 ligase ,other,variable
ENSG00000128253,RFPL2,25,E3 ligase ,SPRY but not TRIM,variable
ENSG00000100225,FBXO7,2,ubiquitin and UBL proteins,E3 ligases,variable
ENSG00000100379,KCTD17,7,E3 ligase ,BTB,variable
ENSG00000100221,JOSD1,1,Ub and UBL demodifiers,non-UIM,variable
ENSG00000100387,RBX1,1,E3 ligase ,RBX RING,variable
ENSG00000100418,DESI1,1,ubiquitin and UBL binding,PPPDE,variable
ENSG00000214717,ZBED1,4,E3 ligase ,sumoylation,variable
ENSG00000101849,TBL1X,6,E3 ligase ,none,variable
ENSG00000101871,MID1,8,E3 ligase ,TRIM,variable
ENSG00000102048,ASB9,11,E3 ligase ,SOCS box,variable
ENSG00000165192,ASB11,20,E3 ligase ,SOCS box,variable
ENSG00000102054,RBBP7,2,E3 ligase ,DCAF,variable
ENSG00000185915,KLHL34,22,E3 ligase ,BTB,variable
ENSG00000175809,ZNF645,1,E3 ligase ,Hakai,variable
ENSG00000174010,KLHL15,2,E3 ligase ,BTB,variable
ENSG00000189186,DCAF8L2,2,E3 ligase ,DCAF,variable
ENSG00000157625,TAB3,2,ubiquitin and UBL binding,RanBP2-type ZnF,variable
ENSG00000124486,USP9X,1,ubiquitin and UBL proteins,DUB,variable
ENSG00000182872,RBM10,1,ubiquitin and UBL binding,mRNA splicing,variable
ENSG00000130985,UBA1,0,E1 activating enzymes,nan,core
ENSG00000102226,USP11,5,ubiquitin and UBL proteins,DUB,variable
ENSG00000094631,HDAC6,2,ubiquitin and UBL binding,histone deacetylase,variable
ENSG00000068308,OTUD5,2,Ub and UBL demodifiers,assorted,variable
ENSG00000273820,USP27X,7,Ub and UBL demodifiers,assorted,variable
ENSG00000179222,MAGED1,4,E3 ligase ,MAGE,variable
ENSG00000086758,HUWE1,1,E3 ligase ,"Armadillo-like, WW",variable
ENSG00000247746,USP51,4,Ub and UBL demodifiers,UBP-ZnF,variable
ENSG00000188021,UBQLN2,1,proteasome & associates,UBL,variable
ENSG00000198881,ASB12,9,E3 ligase ,SOCS box,variable
ENSG00000102053,ZC3H12B,8,ubiquitin and UBL binding,UBA,variable
ENSG00000181191,PJA1,2,E3 ligase ,Praja,variable
ENSG00000189401,OTUD6A,1,Ub and UBL demodifiers,assorted,variable
ENSG00000147130,ZMYM3,0,ubiquitin and UBL binding,SIM,core
ENSG00000131263,RLIM,1,E3 ligase ,other,variable
ENSG00000229547,UBE2DNL,3,ubiquitin and UBL binding,UEV,variable
ENSG00000102271,KLHL4,22,E3 ligase ,BTB,variable
ENSG00000268629,TEX13A,1,ubiquitin and UBL binding,repression,variable
ENSG00000133135,RNF128,26,E3 ligase ,Goliath,variable
ENSG00000080561,MID2,4,E3 ligase ,TRIM,variable
ENSG00000101843,PSMD10,1,proteasome & associates,regulatory particle,variable
ENSG00000101901,ALG13,0,Ub and UBL demodifiers,assorted,variable
ENSG00000003096,KLHL13,8,E3 ligase ,BTB,variable
ENSG00000174460,ZCCHC12,28,ubiquitin and UBL binding,coactivation,variable
ENSG00000175556,LONRF3,13,E3 ligase ,LON,variable
ENSG00000077721,UBE2A,2,E2 conjugating enzymes,UBC domain only ,variable
ENSG00000125352,RNF113A,2,E3 ligase ,other,variable
ENSG00000158290,CUL4B,0,E3 ligase ,Cullin,variable
ENSG00000101966,XIAP,1,E3 ligase ,BIRC / IAP,variable
ENSG00000282419,TEX13D,11,ubiquitin and UBL binding,repression,variable
ENSG00000198354,DCAF12L2,18,E3 ligase ,DCAF,variable
ENSG00000198889,DCAF12L1,16,E3 ligase ,DCAF,variable
ENSG00000046774,MAGEC2,1,E3 ligase ,MAGE,variable
ENSG00000185247,MAGEA11,4,E3 ligase ,MAGE,variable
ENSG00000147381,MAGEA4,1,E3 ligase ,MAGE,variable
ENSG00000221867,MAGEA3,1,E3 ligase ,MAGE,variable
ENSG00000197172,MAGEA6,2,E3 ligase ,MAGE,variable
ENSG00000198681,MAGEA1,1,E3 ligase ,MAGE,variable
ENSG00000102178,UBL4A,3,ubiquitin and UBL proteins,chaperones and related,variable
ENSG00000269335,IKBKG,1,ubiquitin and UBL binding,UBAN & NEMO-type ZnF,variable
ENSG00000185515,BRCC3,2,Ub and UBL demodifiers,assorted,variable
ENSG00000114374,USP9Y,7,ubiquitin and UBL proteins,DUB,variable
