ENSG,Name,abs expressing tissues,Class,Type,core/var
ENSG00000167716,WDR81,1,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000127774,EMC6,1,Autophagophore initiation and elongation,Localization of class 3 PI3K complex 1,variable
ENSG00000108561,C1QBP,1,Autophagophore initiation and elongation,Modulator of ULK1 activity,variable
ENSG00000040633,PHF23,1,Autophagy substrate selection,Xenophagy,variable
ENSG00000170296,GABARAP,1,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000141510,TP53,5,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000170043,TRAPPC1,1,Autophagophore initiation and elongation,TRAPP complex component,variable
ENSG00000220205,VAMP2,5,Autophagophore initiation and elongation,ATG16L1-positive plasma membrane input,variable
ENSG00000196544,BORCS6,2,Autophagosome closure maturation and lysosome fusion,BORC complex component,variable
ENSG00000170310,STX8,0,Autophagophore initiation and elongation,ATG16L1-positive plasma membrane input,variable
ENSG00000221926,TRIM16,5,Autophagy substrate selection,Lysophagy,variable
ENSG00000154803,FLCN,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000072310,SREBF1,5,Autophagy substrate selection,Mitophagy,variable
ENSG00000176994,SMCR8,1,Autophagophore initiation and elongation,Modulator of ULK1 activity,variable
ENSG00000083290,ULK2,4,Autophagophore initiation and elongation,ULK1 complex component,variable
ENSG00000124422,USP22,3,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000109083,IFT20,1,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000176749,CDK5R1,22,Autophagosome closure maturation and lysosome fusion,nan,variable
ENSG00000108691,CCL2,18,Pre-initiation autophagy signaling,Inhibition of apoptosis by caspase-8 inhibition,variable
ENSG00000141736,ERBB2,15,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000173805,HAP1,21,Autophagosome closure maturation and lysosome fusion,Retrograde transport along axons,variable
ENSG00000168610,STAT3,5,Autophagy gene expression,Transcription factor,variable
ENSG00000033627,ATP6V0A1,2,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000108784,NAGLU,5,Lysosomal catabolism,Lysosomal heparinase,variable
ENSG00000141699,FAM134C,1,Autophagy substrate selection,ERphagy,variable
ENSG00000126581,BECN1,2,Autophagophore initiation and elongation,Class 3 PI3K complex 1 component,variable
ENSG00000188554,NBR1,1,Autophagy substrate selection,Pexophagy,variable
ENSG00000030582,GRN,8,Lysosomal catabolism,Lysosomal acidification,variable
ENSG00000131095,GFAP,29,Chaperone directed autophagy,Substrate delivery,variable
ENSG00000225190,PLEKHM1,3,Autophagosome closure maturation and lysosome fusion,Recruitment of HOPS complex to autophagosome,variable
ENSG00000108465,CDK5RAP3,0,Autophagy substrate selection,ERphagy,core
ENSG00000136436,CALCOCO2,3,Autophagy substrate selection,Mitophagy,variable
ENSG00000159217,IGF2BP1,7,Autophagy gene expression,nan,variable
ENSG00000108389,MTMR4,2,Autophagophore initiation and elongation,Regulation of PI3P levels,variable
ENSG00000062716,VMP1,2,Autophagophore initiation and elongation,Localization of ULK1 complex,variable
ENSG00000141376,BCAS3,0,Autophagophore initiation and elongation,nan,variable
ENSG00000266173,STRADA,0,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000178607,ERN1,10,Autophagophore initiation and elongation,ER stress signaling pathway,variable
ENSG00000108654,DDX5,0,Autophagy substrate selection,SQSTM1 regulation,core
ENSG00000141337,ARSG,3,Lysosomal catabolism,nan,variable
ENSG00000070540,WIPI1,7,Autophagophore initiation and elongation,ATG2-WIPI complex component,variable
ENSG00000108946,PRKAR1A,0,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",core
ENSG00000141569,TRIM65,1,Autophagy gene expression,Inflammation related autophagy regulation,variable
ENSG00000182473,EXOC7,0,Autophagophore initiation and elongation,Modulator of ULK1 complex assembly,core
ENSG00000089685,BIRC5,13,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000055483,USP36,1,Autophagy substrate selection,SQSTM1 regulation,variable
ENSG00000171298,GAA,1,Lysosomal catabolism,Lysosomal glucosidase,variable
ENSG00000181523,SGSH,4,Lysosomal catabolism,Lysosomal heparin sulfatase,variable
ENSG00000141564,RPTOR,1,Pre-initiation autophagy signaling,mTORC1 complex component,variable
ENSG00000176108,CHMP6,1,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex component,variable
ENSG00000141551,CSNK1D,1,Autophagophore initiation and elongation,ER membrane input,variable
ENSG00000141568,FOXK2,0,Autophagy gene expression,Suppressor of autophagy gene transcription,variable
ENSG00000141580,WDR45B,0,Autophagophore initiation and elongation,ATG2-WIPI complex component,core
ENSG00000101557,USP14,1,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000206418,RAB12,3,Autophagophore initiation and elongation,Endosomal membrane input,variable
ENSG00000101558,VAPA,1,Autophagophore initiation and elongation,Localization of ULK1 complex,variable
ENSG00000255112,CHMP1B,3,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex component,variable
ENSG00000175354,PTPN2,1,Autophagophore initiation and elongation,nan,variable
ENSG00000085415,SEH1L,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000141452,C18orf8,1,Autophagosome closure maturation and lysosome fusion,Tethering factor recruitment,variable
ENSG00000141458,NPC1,2,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome SNARE complex regulator,variable
ENSG00000141447,OSBPL1A,8,Autophagosome closure maturation and lysosome fusion,Recruitment of autophagosome to vicinity of ER,variable
ENSG00000153339,TRAPPC8,1,Autophagophore initiation and elongation,TRAPP complex component,variable
ENSG00000078142,PIK3C3,0,Autophagophore initiation and elongation,Class 3 PI3K complex 1 component,variable
ENSG00000152223,EPG5,0,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome SNARE complex regulator,variable
ENSG00000049759,NEDD4L,14,Autophagophore initiation and elongation,Modulator of ULK1 activity,variable
ENSG00000141682,PMAIP1,13,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000176641,RNF152,12,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000081913,PHLPP1,9,Chaperone directed autophagy,Substrate delivery,variable
ENSG00000171791,BCL2,8,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000119541,VPS4B,1,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex activity modulator,variable
ENSG00000172270,BSG,3,Autophagophore initiation and elongation,Insulin signaling pathway,variable
ENSG00000196415,PRTN3,16,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000118046,STK11,3,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000167657,DAPK3,0,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,core
ENSG00000126934,MAP2K2,2,Pre-initiation autophagy signaling,MAPK1 signaling pathway,variable
ENSG00000077463,SIRT6,1,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000167671,UBXN6,2,Autophagy substrate selection,Lysophagy,variable
ENSG00000127666,TICAM1,5,Autophagophore initiation and elongation,Signaling upstream of ATG9 localization,variable
ENSG00000090674,MCOLN1,3,Autophagosome closure maturation and lysosome fusion,nan,variable
ENSG00000181029,TRAPPC5,2,Autophagophore initiation and elongation,TRAPP complex component,variable
ENSG00000066044,ELAVL1,0,Autophagy gene expression,nan,core
ENSG00000079999,KEAP1,1,Autophagy gene expression,Modulator of NRF2 activity,variable
ENSG00000130734,ATG4D,3,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000079805,DNM2,1,Autophagophore initiation and elongation,Endosomal membrane input,variable
ENSG00000102575,ACP5,22,Lysosomal catabolism,nan,variable
ENSG00000104774,MAN2B1,6,Lysosomal catabolism,Lysosomal mannosidase,variable
ENSG00000105612,DNASE2,2,Lysosomal catabolism,nan,variable
ENSG00000072062,PRKACA,3,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000132002,DNAJB1,4,Chaperone directed autophagy,Substrate delivery,variable
ENSG00000141971,MVB12A,2,Autophagosome closure maturation and lysosome fusion,ESCRT-I complex component,variable
ENSG00000130479,MAP1S,4,Autophagy substrate selection,Mitophagy,variable
ENSG00000105647,PIK3R2,2,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000216490,IFI30,10,Lysosomal catabolism,Lysosomal thiol reductase,variable
ENSG00000105701,FKBP8,1,Autophagy substrate selection,Mitophagy,variable
ENSG00000105700,KXD1,1,Autophagosome closure maturation and lysosome fusion,BORC complex component,variable
ENSG00000254901,BORCS8,1,Autophagosome closure maturation and lysosome fusion,BORC complex component,variable
ENSG00000131943,C19orf12,3,Autophagy substrate selection,Mitophagy,variable
ENSG00000105173,CCNE1,13,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000089351,GRAMD1A,4,Autophagophore initiation and elongation,nan,variable
ENSG00000068903,SIRT2,2,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000104825,NFKBIB,2,Autophagy gene expression,Inhibitor of NFkB transcription factor,variable
ENSG00000105223,PLD3,3,Lysosomal catabolism,Lysosomal phospholipase,variable
ENSG00000167578,RAB4B,5,Autophagophore initiation and elongation,Mitochondrial membrane input,variable
ENSG00000105723,GSK3A,2,Autophagophore initiation and elongation,Nutrient sensing,variable
ENSG00000104856,RELB,7,Autophagy gene expression,Component of NFkB transcription factor,variable
ENSG00000007047,MARK4,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000104881,PPP1R13L,16,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000125740,FOSB,14,Autophagy gene expression,Component of AP-1 transcription factor,variable
ENSG00000118162,KPTN,3,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000063176,SPHK2,3,Lysosomal catabolism,Lysosomal sphingomyelin/ceramide metabolism,variable
ENSG00000204673,AKT1S1,1,Pre-initiation autophagy signaling,mTORC1 complex component,variable
ENSG00000104946,TBC1D17,2,Autophagy substrate selection,Mitophagy,variable
ENSG00000169136,ATF5,3,Autophagy gene expression,Transcription factor,variable
ENSG00000142513,ACPT,11,Lysosomal catabolism,nan,variable
ENSG00000160469,BRSK1,20,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",variable
ENSG00000180061,TMEM150B,11,Autophagosome closure maturation and lysosome fusion,nan,variable
ENSG00000198300,PEG3,17,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000130726,TRIM28,1,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000130724,CHMP2A,1,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex component,variable
ENSG00000101255,TRIB3,11,Autophagy substrate selection,SQSTM1 regulation,variable
ENSG00000101266,CSNK2A1,1,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000215305,VPS16,1,Autophagosome closure maturation and lysosome fusion,HOPS complex component,variable
ENSG00000198171,DDRGK1,0,Autophagy substrate selection,ERphagy,core
ENSG00000101310,SEC23B,4,Autophagophore initiation and elongation,ER membrane input,variable
ENSG00000100994,PYGB,9,Lysosomal catabolism,Lysosomal phosphorylase for glycogen catabolism,variable
ENSG00000101412,E2F1,11,Autophagy gene expression,Transcription factor,variable
ENSG00000101421,CHMP4B,2,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex component,variable
ENSG00000101460,MAP1LC3A,3,Autophagy substrate selection,Recognized via LIRs in receptors for several forms of selective autophagy,variable
ENSG00000078804,TP53INP2,12,Autophagophore initiation and elongation,nan,variable
ENSG00000197122,SRC,9,Autophagosome closure maturation and lysosome fusion,ATG8-LAMP1 interaction modulator,variable
ENSG00000101407,TTI1,0,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000101109,STK4,3,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000064601,CTSA,3,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000172216,CEBPB,11,Pre-initiation autophagy signaling,Hypoxia signaling pathway,variable
ENSG00000087586,AURKA,10,Pre-initiation autophagy signaling,Modulator of mTORC1 activity,variable
ENSG00000124164,VAPB,4,Autophagophore initiation and elongation,Localization of ULK1 complex,variable
ENSG00000101160,CTSZ,6,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000101210,EEF1A2,27,Chaperone directed autophagy,Substrate delivery,variable
ENSG00000171700,RGS19,7,Pre-initiation autophagy signaling,nan,variable
ENSG00000184787,UBE2G2,2,Autophagy substrate selection,Lipophagy,variable
ENSG00000131100,ATP6V1E1,3,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000099968,BCL2L13,1,Autophagy substrate selection,Mitophagy,variable
ENSG00000099910,KLHL22,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000099940,SNAP29,0,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome SNARE complex,core
ENSG00000185651,UBE2L3,0,Autophagy substrate selection,Mitophagy,core
ENSG00000100030,MAPK1,2,Pre-initiation autophagy signaling,MAPK1 signaling pathway,variable
ENSG00000184117,NIPSNAP1,4,Autophagy substrate selection,Mitophagy,variable
ENSG00000100330,MTMR3,1,Autophagophore initiation and elongation,Regulation of PI3P levels,variable
ENSG00000239282,GATSL3,4,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000138942,RNF185,1,Autophagy substrate selection,Mitophagy,variable
ENSG00000100150,DEPDC5,0,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000100225,FBXO7,2,Autophagy substrate selection,Mitophagy,variable
ENSG00000100284,TOM1,3,Autophagosome closure maturation and lysosome fusion,Movement of autophagosomes along actin,variable
ENSG00000100292,HMOX1,15,Autophagophore initiation and elongation,Signaling upstream of ATG9 localization,variable
ENSG00000128272,ATF4,1,Autophagy gene expression,Transcription factor,variable
ENSG00000100380,ST13,2,Chaperone directed autophagy,Substrate selection,variable
ENSG00000100387,RBX1,1,Autophagophore initiation and elongation,Class 3 PI3K complex 1 signal integration,variable
ENSG00000100393,EP300,0,Pre-initiation autophagy signaling,Nutrient sensing,core
ENSG00000198911,SREBF2,4,Autophagy substrate selection,Mitophagy,variable
ENSG00000198951,NAGA,4,Lysosomal catabolism,Lysosomal sphingomyelin/ceramide metabolism,variable
ENSG00000100300,TSPO,8,Autophagy substrate selection,Mitophagy,variable
ENSG00000100347,SAMM50,1,Autophagy substrate selection,Mitophagy,variable
ENSG00000186951,PPARA,5,Specific function in autophagy unknown,nan,variable
ENSG00000100299,ARSA,4,Lysosomal catabolism,nan,variable
ENSG00000006756,ARSD,7,Lysosomal catabolism,nan,variable
ENSG00000101846,STS,6,Lysosomal catabolism,nan,variable
ENSG00000123595,RAB9A,2,Autophagophore initiation and elongation,Golgi membrane input,variable
ENSG00000157625,TAB3,2,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000182220,ATP6AP2,2,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000124486,USP9X,1,Autophagy substrate selection,Zymophagy,variable
ENSG00000069509,FUNDC1,4,Autophagy substrate selection,Mitophagy,variable
ENSG00000068354,TBC1D25,1,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000102145,GATA1,12,Autophagy gene expression,Transcription factor,variable
ENSG00000094631,HDAC6,2,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome interaction modulator,variable
ENSG00000068323,TFE3,2,Autophagy gene expression,Transcription factor,variable
ENSG00000196998,WDR45,2,Autophagophore initiation and elongation,ATG2-WIPI complex component,variable
ENSG00000086758,HUWE1,1,Autophagy substrate selection,Mitophagy,variable
ENSG00000083750,RRAGB,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000089289,IGBP1,4,Autophagophore initiation and elongation,Modulator of ULK1 activity,variable
ENSG00000147162,OGT,1,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome SNARE complex regulator,variable
ENSG00000102144,PGK1,3,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000102393,GLA,3,Lysosomal catabolism,Lysosomal galactosidase,variable
ENSG00000123570,RAB9B,19,Autophagophore initiation and elongation,Golgi membrane input,variable
ENSG00000080561,MID2,4,Autophagy gene expression,Inflammation related autophagy regulation,variable
ENSG00000101844,ATG4A,1,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000133124,IRS4,22,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000005022,SLC25A5,3,Autophagy substrate selection,Mitophagy,variable
ENSG00000005893,LAMP2,5,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome interaction modulator,variable
ENSG00000158290,CUL4B,0,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000010404,IDS,8,Lysosomal catabolism,nan,variable
ENSG00000221867,MAGEA3,1,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000197172,MAGEA6,2,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000102030,NAA10,2,Pre-initiation autophagy signaling,mTORC1 signal integration,variable
ENSG00000071553,ATP6AP1,2,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000269335,IKBKG,1,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000155961,RAB39B,23,Autophagophore initiation and elongation,Localization of ULK1 complex,variable
ENSG00000124333,VAMP7,1,Autophagophore initiation and elongation,ATG16L1-positive plasma membrane input,variable
